maker-21-augustus-gene-31.0-mRNA-1	IPR006769,IPR039055
maker-26-snap-gene-101.3-mRNA-1	IPR006689
augustus_masked-69-processed-gene-3.20-mRNA-1	IPR024146
snap_masked-25-processed-gene-90.6-mRNA-1	IPR001680,IPR017986
maker-27-augustus-gene-119.13-mRNA-1	IPR008417,IPR040463,IPR041672
maker-4-snap-gene-209.18-mRNA-1	IPR005033
snap_masked-54-processed-gene-105.4-mRNA-1	IPR000306,IPR017455,IPR042427
maker-4-augustus-gene-99.19-mRNA-1	IPR001660,IPR002110,IPR020683
snap_masked-112303-processed-gene-0.4-mRNA-1	IPR010569,IPR030564
augustus_masked-39-processed-gene-124.11-mRNA-1	IPR002126
snap_masked-394-processed-gene-3.19-mRNA-1	IPR004170,IPR018123,IPR039398
maker-1-augustus-gene-62.10-mRNA-1	IPR000778,IPR013112,IPR013121,IPR013130,IPR017927
augustus_masked-248-processed-gene-0.24-mRNA-1	IPR002213
maker-21-augustus-gene-73.0-mRNA-1	IPR002181,IPR012290,IPR037580
maker-442-snap-gene-3.44-mRNA-1	IPR007716,IPR007717,IPR024682,IPR037518
snap_masked-18-processed-gene-102.10-mRNA-1	IPR003112,IPR008160,IPR031224
augustus_masked-2-processed-gene-250.4-mRNA-1	IPR000276,IPR002231,IPR017452,IPR027425
snap_masked-113230-processed-gene-0.6-mRNA-1	IPR035275
maker-364-snap-gene-0.42-mRNA-1	IPR000086
augustus_masked-32-processed-gene-26.9-mRNA-1	IPR003749
maker-0start-augustus-gene-150.1-mRNA-1	IPR000608
maker-8-snap-gene-279.4-mRNA-1	IPR039167
maker-112971-augustus-gene-0.14-mRNA-1	IPR002938
maker-95-snap-gene-9.12-mRNA-1	IPR001680,IPR009146,IPR017986
maker-158-augustus-gene-27.9-mRNA-1	IPR000626,IPR022617
augustus_masked-142-processed-gene-15.16-mRNA-1	IPR002293
maker-245450-augustus-gene-0.3-mRNA-1	IPR003377
maker-13-snap-gene-217.7-mRNA-1	IPR000859
augustus_masked-65-processed-gene-5.14-mRNA-1	IPR000210,IPR030404
snap_masked-385-processed-gene-1.30-mRNA-1	IPR003903,IPR013809,IPR027319
maker-39-snap-gene-81.0-mRNA-1	IPR029627,IPR029629
maker-55-augustus-gene-5.9-mRNA-1	IPR000547,IPR015348,IPR022365
maker-251-augustus-gene-1.3-mRNA-1	IPR029245
maker-295-augustus-gene-18.13-mRNA-1	IPR029672
maker-126-augustus-gene-0.17-mRNA-1	IPR000313,IPR001487,IPR001965,IPR019542,IPR019787,IPR034732
maker-54-augustus-gene-3.7-mRNA-1	IPR000301,IPR018499
augustus_masked-7-processed-gene-20.16-mRNA-1	IPR000276,IPR000355,IPR002236,IPR017452
maker-47-augustus-gene-1.8-mRNA-1	IPR002073,IPR003607
maker-0start-snap-gene-91.0-mRNA-1	IPR000433,IPR002110,IPR010606,IPR020683,IPR040847
maker-16-augustus-gene-141.17-mRNA-1	IPR001612,IPR031091
snap_masked-197-processed-gene-18.17-mRNA-1	IPR005821
maker-213-augustus-gene-1.22-mRNA-1	IPR001073
snap_masked-110093-processed-gene-0.4-mRNA-1	IPR038940
maker-54-augustus-gene-12.0-mRNA-1	IPR001611,IPR041302
maker-377-augustus-gene-23.18-mRNA-1	IPR000504,IPR012956
maker-43-augustus-gene-5.7-mRNA-1	IPR007271
snap_masked-447-processed-gene-0.6-mRNA-1	IPR026791,IPR026799
maker-16-augustus-gene-144.26-mRNA-1	IPR000276,IPR000732,IPR001760,IPR017452,IPR019477
maker-192927-snap-gene-0.4-mRNA-1	IPR000298,IPR000568,IPR024791
maker-288-augustus-gene-3.1-mRNA-1	IPR000333,IPR000719,IPR001245,IPR003605
maker-398-augustus-gene-1.5-mRNA-1	IPR001483
augustus_masked-447-processed-gene-0.78-mRNA-1	IPR029337
snap_masked-67-processed-gene-43.14-mRNA-1	IPR005026,IPR030524
augustus_masked-3-processed-gene-110.17-mRNA-1	IPR001623
augustus_masked-20-processed-gene-47.1-mRNA-1	IPR009223,IPR009224,IPR009232,IPR009234,IPR009240,IPR026818,IPR026836
maker-3-snap-gene-97.3-mRNA-1	IPR002067,IPR018108
maker-29-augustus-gene-59.6-mRNA-1	IPR028124
maker-187-augustus-gene-1.6-mRNA-1	IPR000924,IPR007638,IPR007639,IPR020058,IPR020059
maker-59-augustus-gene-161.15-mRNA-1	IPR011016
maker-15-augustus-gene-99.19-mRNA-1	IPR000582,IPR009038
augustus_masked-21-processed-gene-51.3-mRNA-1	IPR001090
maker-19-augustus-gene-115.3-mRNA-1	IPR007523
augustus_masked-251763-processed-gene-0.1-mRNA-1	IPR000778,IPR002048,IPR013112,IPR013121,IPR029648
augustus_masked-1-processed-gene-181.0-mRNA-1	IPR004031,IPR006187
augustus_masked-112351-processed-gene-0.3-mRNA-1	IPR007110,IPR013098
maker-12-augustus-gene-19.10-mRNA-1	IPR000591,IPR004776
maker-300-snap-gene-0.10-mRNA-1	IPR011701,IPR030761
maker-0start-augustus-gene-84.9-mRNA-1	IPR000398,IPR023451
maker-113305-snap-gene-0.0-mRNA-1	IPR003674
maker-295-snap-gene-61.9-mRNA-1	IPR009408,IPR010472,IPR010473,IPR014768,IPR027644
augustus_masked-439-processed-gene-2.37-mRNA-1	IPR024512
maker-113-snap-gene-21.4-mRNA-1	IPR000719,IPR003533
maker-251162-augustus-gene-0.11-mRNA-1	IPR003593,IPR003959
maker-8-augustus-gene-177.1-mRNA-1	IPR001791
maker-290-snap-gene-2.4-mRNA-1	IPR002075,IPR018222,IPR034377,IPR039539
maker-1-augustus-gene-377.4-mRNA-1	IPR013026,IPR013618,IPR019734
maker-220-augustus-gene-6.0-mRNA-1	IPR011417,IPR013809
augustus_masked-212-processed-gene-0.10-mRNA-1	IPR019355
maker-54-augustus-gene-81.10-mRNA-1	IPR001806,IPR003578
maker-6-augustus-gene-308.12-mRNA-1	IPR033579
maker-55-snap-gene-18.7-mRNA-1	IPR003817
maker-464-snap-gene-3.0-mRNA-1	IPR000276,IPR017452
snap_masked-9-processed-gene-3.0-mRNA-1	IPR001152
maker-13-snap-gene-210.17-mRNA-1	IPR001753
maker-24-snap-gene-6.0-mRNA-1	IPR003000,IPR026590
maker-22-snap-gene-10.1-mRNA-1	IPR000884,IPR001862,IPR002172,IPR020864,IPR037567
snap_masked-238-processed-gene-31.9-mRNA-1	IPR000725
maker-3-snap-gene-87.2-mRNA-1	IPR000086
maker-249689-augustus-gene-0.4-mRNA-1	IPR007782,IPR011020
augustus_masked-26-processed-gene-90.14-mRNA-1	IPR005502
maker-13-augustus-gene-204.0-mRNA-1	IPR001841
maker-45-augustus-gene-3.0-mRNA-1	IPR004212
maker-33-augustus-gene-15.28-mRNA-1	IPR000742,IPR001881,IPR026823,IPR037286
maker-29-augustus-gene-81.15-mRNA-1	IPR002014
snap_masked-70-processed-gene-16.34-mRNA-1	IPR001965,IPR002999,IPR019787,IPR040477
maker-186-augustus-gene-5.14-mRNA-1	IPR001806,IPR003578
maker-172-augustus-gene-33.17-mRNA-1	IPR002048,IPR002067,IPR002167,IPR018108
augustus_masked-1-processed-gene-261.7-mRNA-1	IPR000276,IPR017452
augustus_masked-18-processed-gene-7.27-mRNA-1	IPR004481,IPR004837
snap_masked-156-processed-gene-0.18-mRNA-1	IPR003961,IPR032983
maker-109-augustus-gene-26.9-mRNA-1	IPR000897,IPR003593,IPR004125,IPR013822,IPR022941
snap_masked-361-processed-gene-0.9-mRNA-1	IPR038041
maker-181-augustus-gene-5.1-mRNA-1	IPR007234,IPR039766
maker-208-snap-gene-6.50-mRNA-1	IPR001683,IPR005329,IPR028660,IPR039358
maker-181-snap-gene-6.7-mRNA-1	IPR000008,IPR001565,IPR030534
snap_masked-7-processed-gene-213.7-mRNA-1	IPR001478,IPR029994,IPR040645
snap_masked-209-processed-gene-4.33-mRNA-1	IPR003599,IPR003961,IPR007110,IPR013098,IPR033029
maker-0start-snap-gene-302.7-mRNA-1	IPR002293,IPR003959
maker-145-snap-gene-18.28-mRNA-1	IPR010770
maker-186-augustus-gene-3.29-mRNA-1	IPR000980,IPR001217,IPR013799,IPR013800,IPR013801
maker-295-augustus-gene-37.13-mRNA-1	IPR001863,IPR015501
snap_masked-112447-processed-gene-0.0-mRNA-1	IPR001304
maker-49-augustus-gene-27.15-mRNA-1	IPR000210,IPR003131
snap_masked-1-processed-gene-339.4-mRNA-1	IPR029604
maker-0start-augustus-gene-368.4-mRNA-1	IPR002048,IPR028846
maker-249688-snap-gene-0.0-mRNA-1	IPR011598,IPR040157
maker-191-augustus-gene-0.14-mRNA-1	IPR001356,IPR033211
snap_masked-113287-processed-gene-0.0-mRNA-1	IPR034732
snap_masked-113041-processed-gene-0.7-mRNA-1	IPR000719,IPR000961,IPR017892
augustus_masked-25-processed-gene-72.9-mRNA-1	IPR024797,IPR024810,IPR026250
maker-333-snap-gene-0.4-mRNA-1	IPR000266,IPR039193
maker-113-augustus-gene-12.10-mRNA-1	IPR001087,IPR039676
augustus_masked-220-processed-gene-10.12-mRNA-1	IPR000369
maker-1-augustus-gene-254.12-mRNA-1	IPR000156,IPR001876,IPR002130,IPR013026,IPR019734,IPR022011
maker-21-snap-gene-53.10-mRNA-1	IPR000340,IPR000387,IPR001763,IPR003595,IPR008343,IPR020422
maker-39-augustus-gene-81.6-mRNA-1	IPR029627,IPR029629
snap_masked-39-processed-gene-94.2-mRNA-1	IPR019169
augustus_masked-238-processed-gene-12.7-mRNA-1	IPR003598,IPR003599,IPR007110,IPR042625
maker-25-snap-gene-90.19-mRNA-1	IPR002209,IPR028249
maker-46-snap-gene-5.0-mRNA-1	IPR001811,IPR039809
snap_masked-145-processed-gene-19.22-mRNA-1	IPR010711
maker-139-augustus-gene-1.13-mRNA-1	IPR000014,IPR000595,IPR003938,IPR003967,IPR005821,IPR030172
maker-113100-snap-gene-0.15-mRNA-1	IPR001250,IPR016305
maker-12-snap-gene-84.25-mRNA-1	IPR000716,IPR009168,IPR012213,IPR022321
maker-113113-augustus-gene-0.4-mRNA-1	IPR039229
maker-112033-snap-gene-0.15-mRNA-1	IPR028557
maker-99-augustus-gene-71.4-mRNA-1	IPR033584
maker-111678-augustus-gene-0.13-mRNA-1	IPR000644,IPR002550
augustus_masked-342-processed-gene-0.5-mRNA-1	IPR001214,IPR006560,IPR042294
maker-22-augustus-gene-39.7-mRNA-1	IPR001609
maker-6-augustus-gene-355.2-mRNA-1	IPR000306
augustus_masked-246773-processed-gene-0.0-mRNA-1	IPR011598
augustus_masked-80-processed-gene-1.2-mRNA-1	IPR013120,IPR026055,IPR033640
snap_masked-394-processed-gene-2.24-mRNA-1	IPR012926
maker-0start-augustus-gene-210.1-mRNA-1	IPR011697,IPR015527
snap_masked-442-processed-gene-4.17-mRNA-1	IPR019344
maker-21-snap-gene-33.3-mRNA-1	IPR000033,IPR000742
augustus_masked-112701-processed-gene-0.2-mRNA-1	IPR009071,IPR022097
maker-7-augustus-gene-203.10-mRNA-1	IPR003378,IPR026842
maker-275-snap-gene-2.7-mRNA-1	IPR001680,IPR015048,IPR015505,IPR017986,IPR027331
snap_masked-16-processed-gene-83.7-mRNA-1	IPR001478,IPR030033
maker-4-augustus-gene-311.1-mRNA-1	IPR007763
maker-2-augustus-gene-308.5-mRNA-1	IPR017452
maker-13-augustus-gene-91.0-mRNA-1	IPR000557,IPR001715,IPR001997,IPR003096
maker-472-augustus-gene-8.7-mRNA-1	IPR001623
maker-112743-snap-gene-0.8-mRNA-1	IPR001254,IPR001314
maker-38-snap-gene-6.2-mRNA-1	IPR026122,IPR041677,IPR041679
augustus_masked-13-processed-gene-210.9-mRNA-1	IPR003033
maker-11-augustus-gene-25.1-mRNA-1	IPR000687
snap_masked-186-processed-gene-3.2-mRNA-1	IPR002490
snap_masked-262-processed-gene-0.16-mRNA-1	IPR003891,IPR037585
snap_masked-28-processed-gene-41.0-mRNA-1	IPR000719,IPR001245
maker-0start-snap-gene-400.6-mRNA-1	IPR018783
augustus_masked-37-processed-gene-9.3-mRNA-1	IPR002677
augustus_masked-442-processed-gene-2.6-mRNA-1	IPR004000
maker-248-augustus-gene-0.31-mRNA-1	IPR002213
augustus_masked-4-processed-gene-327.25-mRNA-1	IPR006020,IPR033636
maker-126-augustus-gene-11.1-mRNA-1	IPR006565,IPR019473,IPR037818
maker-260-snap-gene-0.20-mRNA-1	IPR000719
maker-330-snap-gene-1.20-mRNA-1	IPR000467,IPR014720,IPR032922
maker-29-augustus-gene-87.0-mRNA-1	IPR005178
maker-112790-augustus-gene-1.28-mRNA-1	IPR001841,IPR011513,IPR014857
snap_masked-7-processed-gene-62.4-mRNA-1	IPR001699,IPR032385
snap_masked-15-processed-gene-80.10-mRNA-1	IPR000716
maker-3-augustus-gene-27.19-mRNA-1	IPR002093,IPR015187,IPR015188,IPR015205,IPR015252,IPR015525
maker-26-augustus-gene-90.11-mRNA-1	IPR003599,IPR007110,IPR013106,IPR013162
maker-40-snap-gene-1.40-mRNA-1	IPR016090
maker-227-augustus-gene-5.18-mRNA-1	IPR003958
snap_masked-189-processed-gene-1.48-mRNA-1	IPR000033
snap_masked-303-processed-gene-4.6-mRNA-1	IPR001164
maker-268-snap-gene-37.0-mRNA-1	IPR021133,IPR031088,IPR033461
maker-9-augustus-gene-82.10-mRNA-1	IPR002300,IPR004493,IPR013155
augustus_masked-26-processed-gene-6.1-mRNA-1	IPR003598,IPR003599,IPR003961,IPR007110,IPR009138,IPR013098
maker-168-augustus-gene-28.10-mRNA-1	IPR002126
maker-241-snap-gene-2.28-mRNA-1	IPR001628
maker-422-augustus-gene-24.11-mRNA-1	IPR002048
augustus_masked-435-processed-gene-2.5-mRNA-1	IPR000467
maker-22-augustus-gene-58.13-mRNA-1	IPR001680,IPR017986
maker-15-augustus-gene-121.14-mRNA-1	IPR001254,IPR001314
maker-50-snap-gene-8.4-mRNA-1	IPR013087
augustus_masked-4-processed-gene-79.7-mRNA-1	IPR001849,IPR010439,IPR014770,IPR033227
maker-157-augustus-gene-0.38-mRNA-1	IPR000719,IPR022007,IPR041185
maker-220-augustus-gene-5.0-mRNA-1	IPR001849
maker-404-snap-gene-1.12-mRNA-1	IPR014824
maker-29-snap-gene-3.3-mRNA-1	IPR001222,IPR001529
maker-326-augustus-gene-16.7-mRNA-1	IPR024822,IPR031722
maker-25-augustus-gene-34.17-mRNA-1	IPR002999
maker-209-snap-gene-1.8-mRNA-1	IPR000719,IPR001245,IPR002110,IPR020683
snap_masked-29-processed-gene-65.12-mRNA-1	IPR037663
maker-268-snap-gene-38.13-mRNA-1	IPR001806
augustus_masked-30-processed-gene-20.7-mRNA-1	IPR001680
maker-15-augustus-gene-29.14-mRNA-1	IPR031568
maker-188-augustus-gene-1.9-mRNA-1	IPR000533
augustus_masked-62-processed-gene-19.2-mRNA-1	IPR001806,IPR003578
augustus_masked-23-processed-gene-32.15-mRNA-1	IPR031684
augustus_masked-108518-processed-gene-0.0-mRNA-1	IPR003599,IPR007110,IPR013106
maker-99-augustus-gene-105.30-mRNA-1	IPR000215,IPR023796
maker-241-augustus-gene-2.0-mRNA-1	IPR007203,IPR029883
augustus_masked-245209-processed-gene-0.2-mRNA-1	IPR001650,IPR011545,IPR014001,IPR032190
maker-205-augustus-gene-9.14-mRNA-1	IPR031542
snap_masked-59-processed-gene-116.4-mRNA-1	IPR000233,IPR002126,IPR039808
maker-79-augustus-gene-19.19-mRNA-1	IPR016040
maker-111678-snap-gene-0.14-mRNA-1	IPR002913
snap_masked-113163-processed-gene-0.1-mRNA-1	IPR000719
maker-161-snap-gene-1.2-mRNA-1	IPR011598,IPR039091
maker-10-augustus-gene-71.11-mRNA-1	IPR001128,IPR002401
maker-7-snap-gene-220.19-mRNA-1	IPR019515,IPR040047
snap_masked-295-processed-gene-52.27-mRNA-1	IPR000008,IPR028694
augustus_masked-95-processed-gene-2.1-mRNA-1	IPR001806,IPR020849
augustus_masked-112090-processed-gene-0.1-mRNA-1	IPR000163,IPR001107
maker-12-snap-gene-139.25-mRNA-1	IPR004841
snap_masked-105-processed-gene-2.1-mRNA-1	IPR028126
augustus_masked-451-processed-gene-20.9-mRNA-1	IPR000299,IPR000798,IPR011259,IPR018979,IPR018980,IPR019748,IPR019749
maker-291-augustus-gene-15.9-mRNA-1	IPR002495
augustus_masked-15-processed-gene-141.9-mRNA-1	IPR000536,IPR001723,IPR001791,IPR002049,IPR003961,IPR006558,IPR008211,IPR026915
snap_masked-29-processed-gene-82.22-mRNA-1	IPR001164
maker-106-augustus-gene-10.11-mRNA-1	IPR002229,IPR024041
maker-109-snap-gene-49.4-mRNA-1	IPR001792,IPR020456
maker-0start-augustus-gene-181.6-mRNA-1	IPR002123
maker-13-augustus-gene-98.2-mRNA-1	IPR007308,IPR039693
maker-4-augustus-gene-285.0-mRNA-1	IPR006759
maker-219-augustus-gene-22.3-mRNA-1	IPR001781
maker-8-snap-gene-40.20-mRNA-1	IPR000479,IPR000562
snap_masked-16-processed-gene-104.7-mRNA-1	IPR002347,IPR002935
maker-6-augustus-gene-131.1-mRNA-1	IPR029130,IPR029132
maker-6-snap-gene-157.10-mRNA-1	IPR001104,IPR039698
maker-197-snap-gene-20.3-mRNA-1	IPR001806
snap_masked-398-processed-gene-8.14-mRNA-1	IPR002117,IPR032646
maker-444-snap-gene-5.40-mRNA-1	IPR000276,IPR001658,IPR017452,IPR027983
maker-61-augustus-gene-3.0-mRNA-1	IPR007919
snap_masked-116-processed-gene-1.19-mRNA-1	IPR004481,IPR004837,IPR030232
augustus_masked-291-processed-gene-12.28-mRNA-1	IPR000276,IPR005466,IPR017452
snap_masked-235204-processed-gene-0.2-mRNA-1	IPR003080,IPR004045,IPR004046,IPR010987
snap_masked-3-processed-gene-5.5-mRNA-1	IPR000719
maker-241-snap-gene-1.15-mRNA-1	IPR000159,IPR000980,IPR001849,IPR015042,IPR035032,IPR039664
maker-15-augustus-gene-146.16-mRNA-1	IPR000242,IPR000299,IPR000387,IPR003595,IPR018979,IPR018980,IPR019748,IPR019749
maker-101775-augustus-gene-0.9-mRNA-1	IPR002957,IPR039008
maker-72-augustus-gene-36.4-mRNA-1	IPR016635,IPR022775
snap_masked-340-processed-gene-1.30-mRNA-1	IPR006615
snap_masked-320-processed-gene-10.5-mRNA-1	IPR002209,IPR028289
maker-268-augustus-gene-4.31-mRNA-1	IPR004045,IPR004046,IPR010987,IPR034336
maker-51-augustus-gene-6.10-mRNA-1	IPR005821
snap_masked-184-processed-gene-1.13-mRNA-1	IPR002035
snap_masked-2-processed-gene-126.11-mRNA-1	IPR006652,IPR030604
snap_masked-337-processed-gene-1.26-mRNA-1	IPR030225
maker-39-augustus-gene-64.12-mRNA-1	IPR006095,IPR006096,IPR006097
snap_masked-7-processed-gene-123.16-mRNA-1	IPR001356,IPR020479
maker-189-augustus-gene-0.18-mRNA-1	IPR001318,IPR001839,IPR015615
maker-61069-snap-gene-0.2-mRNA-1	IPR002429,IPR011759
augustus_masked-389-processed-gene-0.22-mRNA-1	IPR003599,IPR007110,IPR013106,IPR013151
maker-219-augustus-gene-13.9-mRNA-1	IPR020471,IPR023210
snap_masked-150-processed-gene-1.29-mRNA-1	IPR030379
maker-111004-augustus-gene-0.18-mRNA-1	IPR025663
maker-265-snap-gene-0.40-mRNA-1	IPR001452
maker-323-augustus-gene-22.5-mRNA-1	IPR002719,IPR002720,IPR013763,IPR015030,IPR024599,IPR028308,IPR028309
maker-18-augustus-gene-64.30-mRNA-1	IPR008733
snap_masked-12-processed-gene-75.30-mRNA-1	IPR004344,IPR027748
snap_masked-84-processed-gene-3.20-mRNA-1	IPR033385
maker-27-augustus-gene-99.1-mRNA-1	IPR000483,IPR001611,IPR003591
snap_masked-471-processed-gene-2.11-mRNA-1	IPR008849
maker-32-snap-gene-110.9-mRNA-1	IPR000731,IPR002202
maker-158-snap-gene-49.7-mRNA-1	IPR004790,IPR024084
snap_masked-189-processed-gene-1.44-mRNA-1	IPR000033,IPR000742,IPR001881,IPR002172,IPR026823
snap_masked-398-processed-gene-22.11-mRNA-1	IPR039188
maker-2-snap-gene-207.5-mRNA-1	IPR003653
augustus_masked-268-processed-gene-14.14-mRNA-1	IPR000594,IPR001763
maker-182-augustus-gene-1.1-mRNA-1	IPR000742,IPR001881,IPR011489
maker-130-snap-gene-3.36-mRNA-1	IPR000608
maker-246297-snap-gene-0.1-mRNA-1	IPR004087,IPR004088
maker-208-snap-gene-1.4-mRNA-1	IPR004166,IPR007110,IPR013098
snap_masked-231-processed-gene-1.21-mRNA-1	IPR029594,IPR041491
maker-362-augustus-gene-0.8-mRNA-1	IPR000215,IPR023796,IPR033547
maker-490-snap-gene-1.1-mRNA-1	IPR006759
maker-220-augustus-gene-51.5-mRNA-1	IPR001487,IPR009067,IPR022591,IPR040240,IPR041670
maker-25-snap-gene-113.4-mRNA-1	IPR001356,IPR020479
augustus_masked-241-processed-gene-2.34-mRNA-1	IPR021429
augustus_masked-1-processed-gene-18.17-mRNA-1	IPR000008,IPR039934,IPR040885
maker-62-augustus-gene-44.25-mRNA-1	IPR028041
augustus_masked-435-processed-gene-5.55-mRNA-1	IPR017248
maker-172-augustus-gene-18.21-mRNA-1	IPR002048,IPR028453,IPR042433
maker-13-augustus-gene-99.6-mRNA-1	IPR000210
maker-245603-augustus-gene-0.2-mRNA-1	IPR002110,IPR020683
maker-32-augustus-gene-102.4-mRNA-1	IPR001680,IPR017986,IPR020472,IPR040102
snap_masked-0start-processed-gene-464.0-mRNA-1	IPR013606,IPR027682,IPR030127
snap_masked-185-processed-gene-2.4-mRNA-1	IPR000698
maker-385-snap-gene-1.53-mRNA-1	IPR005821
maker-54-snap-gene-84.1-mRNA-1	IPR026756
maker-15-augustus-gene-80.13-mRNA-1	IPR000432,IPR007696,IPR007861,IPR032642
maker-229-snap-gene-4.23-mRNA-1	IPR006722
maker-482-snap-gene-21.8-mRNA-1	IPR000408,IPR003646,IPR012983,IPR017868
augustus_masked-220-processed-gene-9.1-mRNA-1	IPR001849,IPR002404,IPR039011
maker-12-snap-gene-5.4-mRNA-1	IPR000504
maker-153-augustus-gene-11.19-mRNA-1	IPR005828,IPR020846
maker-8-augustus-gene-264.14-mRNA-1	IPR006076,IPR023209
maker-272-augustus-gene-16.0-mRNA-1	IPR006539,IPR030359,IPR032630,IPR032631
augustus_masked-451-processed-gene-19.10-mRNA-1	IPR001650,IPR011545,IPR014001,IPR014014,IPR025313
snap_masked-9-processed-gene-72.7-mRNA-1	IPR000313
augustus_masked-2-processed-gene-186.2-mRNA-1	IPR005027
snap_masked-11-processed-gene-76.4-mRNA-1	IPR006985
maker-229-snap-gene-10.26-mRNA-1	IPR000555,IPR024969,IPR037518
maker-8-snap-gene-68.4-mRNA-1	IPR003593,IPR003959,IPR041569
snap_masked-208-processed-gene-1.7-mRNA-1	IPR008276,IPR011657,IPR030212
snap_masked-146-processed-gene-6.17-mRNA-1	IPR028183
maker-227-augustus-gene-12.14-mRNA-1	IPR005456
augustus_masked-9-processed-gene-49.21-mRNA-1	IPR006689
augustus_masked-8-processed-gene-166.4-mRNA-1	IPR019511
maker-15-snap-gene-152.15-mRNA-1	IPR005135
maker-189-augustus-gene-1.20-mRNA-1	IPR006988,IPR006989,IPR039040
maker-285-snap-gene-0.20-mRNA-1	IPR000008
maker-22-snap-gene-47.1-mRNA-1	IPR002591,IPR039524
maker-11-augustus-gene-45.2-mRNA-1	IPR001346,IPR019471
snap_masked-30-processed-gene-15.10-mRNA-1	IPR030379
augustus_masked-100356-processed-gene-0.5-mRNA-1	IPR003461
maker-68-snap-gene-50.3-mRNA-1	IPR000884,IPR001590,IPR002870,IPR006586,IPR010294,IPR013273,IPR041645
maker-422-augustus-gene-29.12-mRNA-1	IPR002394,IPR006029,IPR006201,IPR006202
maker-4-snap-gene-338.2-mRNA-1	IPR001680,IPR017986,IPR039724
augustus_masked-0start-processed-gene-60.1-mRNA-1	IPR001611,IPR003591
maker-357-snap-gene-0.15-mRNA-1	IPR030379,IPR030643
maker-59-augustus-gene-34.10-mRNA-1	IPR000548
maker-35-snap-gene-4.1-mRNA-1	IPR000198,IPR001849
maker-47-augustus-gene-60.2-mRNA-1	IPR001545,IPR006208
augustus_masked-109-processed-gene-58.9-mRNA-1	IPR022750
maker-30-snap-gene-0.3-mRNA-1	IPR001452,IPR001660,IPR002110,IPR020683,IPR027013,IPR032117
maker-343-augustus-gene-7.0-mRNA-1	IPR001737,IPR016861
maker-380-augustus-gene-24.6-mRNA-1	IPR000742,IPR001007,IPR001774,IPR001881,IPR013032,IPR026219
snap_masked-16-processed-gene-133.26-mRNA-1	IPR013662
maker-228-snap-gene-1.9-mRNA-1	IPR001873
augustus_masked-326-processed-gene-7.0-mRNA-1	IPR041677,IPR041679
augustus_masked-48-processed-gene-12.18-mRNA-1	IPR002999,IPR004087,IPR004088,IPR033104
augustus_masked-110565-processed-gene-0.0-mRNA-1	IPR013694
maker-9-snap-gene-46.7-mRNA-1	IPR019002
maker-8-augustus-gene-58.6-mRNA-1	IPR000664,IPR001680,IPR013577,IPR017986
snap_masked-169-processed-gene-0.3-mRNA-1	IPR018487
maker-0start-snap-gene-462.8-mRNA-1	IPR001841,IPR011016,IPR025754
augustus_masked-67-processed-gene-14.0-mRNA-1	IPR011598,IPR032662
snap_masked-18-processed-gene-118.6-mRNA-1	IPR039779,IPR040889
maker-318-snap-gene-36.13-mRNA-1	IPR001537,IPR025806
maker-54-augustus-gene-63.7-mRNA-1	IPR001452,IPR027350
maker-0start-augustus-gene-174.12-mRNA-1	IPR005749,IPR021131
maker-0start-augustus-gene-337.8-mRNA-1	IPR001806,IPR020849
snap_masked-25-processed-gene-89.6-mRNA-1	IPR026224
augustus_masked-29-processed-gene-95.16-mRNA-1	IPR038904
maker-34-augustus-gene-35.12-mRNA-1	IPR000388,IPR000844,IPR003439,IPR003593,IPR011527
maker-0start-snap-gene-241.4-mRNA-1	IPR006634,IPR013599,IPR016447
maker-188-snap-gene-4.5-mRNA-1	IPR001965,IPR002999,IPR034732,IPR040477
maker-158-augustus-gene-55.8-mRNA-1	IPR001206
maker-6-augustus-gene-172.0-mRNA-1	IPR025481,IPR025614,IPR029473,IPR039867
maker-15-snap-gene-153.2-mRNA-1	IPR000837,IPR004827,IPR029812
snap_masked-4-processed-gene-315.4-mRNA-1	IPR001134,IPR002049,IPR008211,IPR018933
augustus_masked-242-processed-gene-0.9-mRNA-1	IPR010625,IPR016680
augustus_masked-15-processed-gene-118.0-mRNA-1	IPR000719,IPR001772,IPR015940
maker-10-snap-gene-104.0-mRNA-1	IPR006073,IPR030378
snap_masked-1-processed-gene-287.18-mRNA-1	IPR002119
maker-18-snap-gene-44.3-mRNA-1	IPR000330,IPR000953,IPR001650,IPR014001,IPR023780,IPR025260,IPR040793
augustus_masked-56-processed-gene-5.6-mRNA-1	IPR001064,IPR033342
augustus_masked-36-processed-gene-9.6-mRNA-1	IPR000306,IPR017165,IPR017455,IPR022557
snap_masked-272-processed-gene-6.5-mRNA-1	IPR002350
augustus_masked-99-processed-gene-59.1-mRNA-1	IPR000949,IPR001005,IPR017884
maker-9-augustus-gene-29.8-mRNA-1	IPR001680,IPR017986,IPR020472,IPR024977
