maker-22-augustus-gene-57.1-mRNA-1	PR01405
maker-56-snap-gene-8.9-mRNA-1	PR01367
augustus_masked-67-processed-gene-3.6-mRNA-1	PR00342
maker-363-augustus-gene-0.16-mRNA-1	PR00024
maker-110969-augustus-gene-0.9-mRNA-1	PR00193
maker-13-augustus-gene-2.15-mRNA-1	PR00167,PR01633
maker-19-snap-gene-9.1-mRNA-1	PR00138
snap_masked-186-processed-gene-4.68-mRNA-1	PR00766
maker-394-augustus-gene-2.28-mRNA-1	PR00369,PR00371
maker-0start-snap-gene-328.11-mRNA-1	PR01875,PR01876
snap_masked-4-processed-gene-330.4-mRNA-1	PR01415
maker-18-augustus-gene-85.9-mRNA-1	PR00800
augustus_masked-43-processed-gene-8.19-mRNA-1	PR00237,PR00241
maker-19-snap-gene-115.14-mRNA-1	PR01348
augustus_masked-451-processed-gene-27.20-mRNA-1	PR00206
maker-55-augustus-gene-17.21-mRNA-1	PR00422
maker-487-augustus-gene-0.4-mRNA-1	PR01407
maker-11-augustus-gene-81.0-mRNA-1	PR00300
maker-295-snap-gene-31.29-mRNA-1	PR00661,PR00935
maker-19-augustus-gene-47.5-mRNA-1	PR01415
maker-68-augustus-gene-54.11-mRNA-1	PR00332
maker-320-augustus-gene-1.15-mRNA-1	PR00805
maker-29-snap-gene-46.5-mRNA-1	PR00315
maker-55-augustus-gene-10.20-mRNA-1	PR00401,PR00452
maker-323-snap-gene-89.7-mRNA-1	PR00390,PR00401,PR00452
maker-106803-snap-gene-0.6-mRNA-1	PR01908,PR01909
maker-32-snap-gene-64.2-mRNA-1	PR00380
snap_masked-6-processed-gene-14.12-mRNA-1	PR00411
maker-26-augustus-gene-102.5-mRNA-1	PR00109
maker-31-augustus-gene-49.7-mRNA-1	PR00007
augustus_masked-4-processed-gene-251.2-mRNA-1	PR00399
maker-13-augustus-gene-172.7-mRNA-1	PR00069
augustus_masked-27-processed-gene-72.2-mRNA-1	PR00360,PR00399
snap_masked-220-processed-gene-6.18-mRNA-1	PR00449
maker-157-snap-gene-1.38-mRNA-1	PR00153
augustus_masked-399-processed-gene-0.15-mRNA-1	PR00019
snap_masked-40-processed-gene-6.20-mRNA-1	PR00176
maker-112962-augustus-gene-3.2-mRNA-1	PR00007
maker-4-snap-gene-4.8-mRNA-1	PR00380
snap_masked-326-processed-gene-2.10-mRNA-1	PR01301
maker-14-snap-gene-76.0-mRNA-1	PR00237,PR00366,PR00570
augustus_masked-441-processed-gene-1.64-mRNA-1	PR00770
augustus_masked-7-processed-gene-24.4-mRNA-1	PR00237,PR00657,PR01558
maker-13-augustus-gene-26.34-mRNA-1	PR00109
snap_masked-158-processed-gene-23.15-mRNA-1	PR00376
maker-54-snap-gene-57.9-mRNA-1	PR00259
maker-55-augustus-gene-8.30-mRNA-1	PR00171
maker-146-snap-gene-7.10-mRNA-1	PR00019
augustus_masked-0start-processed-gene-29.7-mRNA-1	PR00237,PR00520,PR00534
maker-373-augustus-gene-0.13-mRNA-1	PR01856
snap_masked-458-processed-gene-0.38-mRNA-1	PR01078
maker-422-snap-gene-17.3-mRNA-1	PR00700
maker-129-augustus-gene-3.3-mRNA-1	PR00109
maker-252041-snap-gene-0.11-mRNA-1	PR00010
maker-380-augustus-gene-44.2-mRNA-1	PR00057
maker-241-snap-gene-3.16-mRNA-1	PR00418,PR01158
maker-435-snap-gene-5.4-mRNA-1	PR00252
maker-54-augustus-gene-83.0-mRNA-1	PR00010
maker-153-augustus-gene-81.6-mRNA-1	PR00476
maker-64-snap-gene-7.0-mRNA-1	PR01095,PR01333
augustus_masked-10-processed-gene-103.6-mRNA-1	PR00119
maker-0start-snap-gene-129.1-mRNA-1	PR00189
augustus_masked-32-processed-gene-106.0-mRNA-1	PR00237,PR01428,PR01429
augustus_masked-0start-processed-gene-314.2-mRNA-1	PR00138
maker-6-snap-gene-308.6-mRNA-1	PR00237,PR00242,PR00566
augustus_masked-80-processed-gene-13.2-mRNA-1	PR00237
snap_masked-387-processed-gene-2.2-mRNA-1	PR00967
maker-64-snap-gene-41.6-mRNA-1	PR00237
snap_masked-272-processed-gene-18.4-mRNA-1	PR00253
maker-59-augustus-gene-171.7-mRNA-1	PR00369,PR00371
snap_masked-14-processed-gene-114.0-mRNA-1	PR01097
snap_masked-169-processed-gene-0.2-mRNA-1	PR00022
maker-15-augustus-gene-15.2-mRNA-1	PR00190
maker-67-augustus-gene-5.16-mRNA-1	PR00237,PR00384,PR00547
maker-59-snap-gene-141.2-mRNA-1	PR02055,PR02056
maker-130-snap-gene-3.38-mRNA-1	PR00024,PR00025
maker-206-augustus-gene-2.3-mRNA-1	PR00762,PR01116
maker-111790-augustus-gene-0.4-mRNA-1	PR00047
snap_masked-94-processed-gene-1.17-mRNA-1	PR02050
maker-187-snap-gene-1.49-mRNA-1	PR00011
maker-188-snap-gene-4.2-mRNA-1	PR00014,PR00700
augustus_masked-16-processed-gene-50.15-mRNA-1	PR00176,PR01200
maker-111889-augustus-gene-0.19-mRNA-1	PR00926
maker-326-augustus-gene-5.5-mRNA-1	PR01792,PR01793
maker-112634-snap-gene-0.11-mRNA-1	PR00937,PR00938
maker-113230-augustus-gene-0.51-mRNA-1	PR00196,PR00202
maker-2-augustus-gene-197.23-mRNA-1	PR00315
maker-0start-snap-gene-373.1-mRNA-1	PR00489
augustus_masked-43-processed-gene-38.2-mRNA-1	PR00119,PR00121
maker-112833-augustus-gene-0.0-mRNA-1	PR00205
maker-208-augustus-gene-7.3-mRNA-1	PR00047,PR00398,PR01282
maker-109-snap-gene-50.25-mRNA-1	PR00042
augustus_masked-18-processed-gene-93.19-mRNA-1	PR01207,PR01209
maker-95-snap-gene-1.34-mRNA-1	PR01258
maker-9-snap-gene-14.24-mRNA-1	PR01832,PR01835
augustus_masked-111642-processed-gene-0.4-mRNA-1	PR00623
maker-32-snap-gene-58.1-mRNA-1	PR00320
maker-22-augustus-gene-3.4-mRNA-1	PR00237,PR00428,PR00586,PR01788
maker-69-snap-gene-6.9-mRNA-1	PR00326
maker-398-snap-gene-9.18-mRNA-1	PR00011
maker-158-augustus-gene-14.1-mRNA-1	PR00390
snap_masked-10-processed-gene-61.0-mRNA-1	PR00119
maker-7-augustus-gene-249.6-mRNA-1	PR00007
maker-139-snap-gene-2.29-mRNA-1	PR00249
maker-12-snap-gene-89.0-mRNA-1	PR00080,PR00081
maker-152-augustus-gene-14.8-mRNA-1	PR00153
maker-112594-augustus-gene-0.8-mRNA-1	PR00716
snap_masked-59-processed-gene-131.1-mRNA-1	PR00193
maker-54-augustus-gene-21.9-mRNA-1	PR00173
augustus_masked-1-processed-gene-24.6-mRNA-1	PR00320
maker-231-snap-gene-3.10-mRNA-1	PR00454
snap_masked-153-processed-gene-4.0-mRNA-1	PR01279
maker-1-snap-gene-25.16-mRNA-1	PR01848
maker-12-snap-gene-171.18-mRNA-1	PR01657
maker-39-augustus-gene-10.8-mRNA-1	PR01908,PR01909
augustus_masked-99-processed-gene-124.1-mRNA-1	PR01588
maker-8-snap-gene-154.0-mRNA-1	PR00686
maker-272-snap-gene-3.19-mRNA-1	PR00185
maker-13-augustus-gene-96.1-mRNA-1	PR00615
augustus_masked-2-processed-gene-252.7-mRNA-1	PR01038
augustus_masked-32-processed-gene-219.5-mRNA-1	PR00318,PR00442
maker-112884-snap-gene-0.4-mRNA-1	PR00942
maker-386-snap-gene-0.56-mRNA-1	PR00007
maker-32-snap-gene-159.5-mRNA-1	PR00014
augustus_masked-112833-processed-gene-0.10-mRNA-1	PR00205
augustus_masked-13-processed-gene-51.10-mRNA-1	PR00047
maker-47-snap-gene-50.6-mRNA-1	PR00049
augustus_masked-1-processed-gene-247.0-mRNA-1	PR00402
augustus_masked-341-processed-gene-0.45-mRNA-1	PR00480
maker-172-augustus-gene-29.1-mRNA-1	PR00452,PR01887
maker-151-augustus-gene-10.0-mRNA-1	PR00249,PR01156
maker-15-augustus-gene-119.3-mRNA-1	PR00722
augustus_masked-37-processed-gene-17.1-mRNA-1	PR00237,PR00245
maker-18-snap-gene-6.20-mRNA-1	PR00449
maker-77-augustus-gene-4.27-mRNA-1	PR01875,PR01877
maker-1-augustus-gene-228.10-mRNA-1	PR00983
maker-282-snap-gene-2.9-mRNA-1	PR00669
snap_masked-9-processed-gene-82.12-mRNA-1	PR00452,PR00499
maker-272-augustus-gene-20.0-mRNA-1	PR00252,PR00253,PR01079,PR01614
snap_masked-230-processed-gene-3.35-mRNA-1	PR00237,PR00245
augustus_masked-442-processed-gene-13.13-mRNA-1	PR01320,PR01678
maker-113257-snap-gene-0.13-mRNA-1	PR00024
maker-6-snap-gene-348.14-mRNA-1	PR00717
maker-323-augustus-gene-61.18-mRNA-1	PR00080,PR00081
augustus_masked-28-processed-gene-64.10-mRNA-1	PR01077,PR01380
augustus_masked-0start-processed-gene-355.0-mRNA-1	PR00169,PR01491,PR01494
maker-12-snap-gene-29.9-mRNA-1	PR00024,PR00031
augustus_masked-249340-processed-gene-0.0-mRNA-1	PR00053
augustus_masked-21-processed-gene-56.4-mRNA-1	PR01077
maker-112927-augustus-gene-0.21-mRNA-1	PR00081
maker-372-snap-gene-6.20-mRNA-1	PR00179,PR00759,PR01215
maker-28-augustus-gene-19.19-mRNA-1	PR01609,PR01610
maker-230-snap-gene-3.23-mRNA-1	PR00973
maker-237-snap-gene-0.3-mRNA-1	PR00013
snap_masked-272-processed-gene-0.2-mRNA-1	PR00328
maker-450-augustus-gene-1.2-mRNA-1	PR01047
maker-49-augustus-gene-22.3-mRNA-1	PR00449
maker-54-snap-gene-132.13-mRNA-1	PR00116
maker-7-augustus-gene-32.4-mRNA-1	PR00704
snap_masked-151-processed-gene-6.3-mRNA-1	PR00249,PR01154
maker-265-snap-gene-0.44-mRNA-1	PR01347
maker-16-augustus-gene-134.16-mRNA-1	PR00747
maker-9-augustus-gene-16.6-mRNA-1	PR00176
augustus_masked-0start-processed-gene-29.8-mRNA-1	PR00237,PR00534,PR00535,PR01063
maker-2-snap-gene-223.3-mRNA-1	PR00398
augustus_masked-33-processed-gene-2.2-mRNA-1	PR00268,PR01914
maker-56-augustus-gene-11.28-mRNA-1	PR00193
maker-66-snap-gene-5.13-mRNA-1	PR00193
maker-323-augustus-gene-103.26-mRNA-1	PR00047
augustus_masked-61-processed-gene-4.0-mRNA-1	PR00747
maker-65-snap-gene-3.18-mRNA-1	PR00007
maker-34-snap-gene-27.12-mRNA-1	PR00086
maker-87-snap-gene-8.14-mRNA-1	PR00109
maker-6-snap-gene-9.0-mRNA-1	PR00252,PR00253
maker-343-augustus-gene-3.7-mRNA-1	PR00008
augustus_masked-291-processed-gene-2.16-mRNA-1	PR00031
maker-6-augustus-gene-111.0-mRNA-1	PR00926,PR00927
maker-323-snap-gene-55.16-mRNA-1	PR00080,PR00081
snap_masked-291-processed-gene-6.0-mRNA-1	PR01577,PR01578
augustus_masked-397-processed-gene-1.19-mRNA-1	PR00237,PR00245
maker-19-augustus-gene-63.2-mRNA-1	PR00092
maker-113282-snap-gene-0.2-mRNA-1	PR00205
maker-0start-augustus-gene-365.8-mRNA-1	PR00305
maker-451-augustus-gene-21.1-mRNA-1	PR00355
maker-1-augustus-gene-314.13-mRNA-1	PR00253
maker-13-augustus-gene-21.4-mRNA-1	PR00219
maker-336-augustus-gene-1.0-mRNA-1	PR00419
augustus_masked-1-processed-gene-2.5-mRNA-1	PR01320,PR01323
augustus_masked-471-processed-gene-5.2-mRNA-1	PR00193
maker-40-snap-gene-2.11-mRNA-1	PR00081
maker-219-augustus-gene-27.0-mRNA-1	PR00449
maker-399-augustus-gene-2.7-mRNA-1	PR00180
augustus_masked-106691-processed-gene-0.4-mRNA-1	PR00449
augustus_masked-15-processed-gene-141.8-mRNA-1	PR00047
snap_masked-114-processed-gene-5.17-mRNA-1	PR00237,PR00373
snap_masked-94-processed-gene-1.16-mRNA-1	PR01494
snap_masked-14-processed-gene-116.0-mRNA-1	PR00237
augustus_masked-482-processed-gene-0.4-mRNA-1	PR00205
maker-1-augustus-gene-62.12-mRNA-1	PR01950,PR01951
maker-0start-snap-gene-462.7-mRNA-1	PR00360
snap_masked-47-processed-gene-71.8-mRNA-1	PR00024,PR00031
maker-49-augustus-gene-26.10-mRNA-1	PR01697
maker-114-snap-gene-2.17-mRNA-1	PR00135,PR00137
snap_masked-291-processed-gene-11.20-mRNA-1	PR00237,PR01157
maker-1-snap-gene-131.2-mRNA-1	PR00452,PR01887
maker-75-augustus-gene-4.20-mRNA-1	PR01609,PR01611
maker-109-snap-gene-3.8-mRNA-1	PR00008
maker-59-snap-gene-244.3-mRNA-1	PR01365
augustus_masked-9-processed-gene-1.15-mRNA-1	PR00237,PR01012,PR01017
maker-11-augustus-gene-44.1-mRNA-1	PR01908
maker-99-augustus-gene-123.8-mRNA-1	PR00450
maker-12-augustus-gene-66.15-mRNA-1	PR00937
maker-488-snap-gene-1.33-mRNA-1	PR00007
maker-207-augustus-gene-10.5-mRNA-1	PR00237
maker-12-augustus-gene-37.34-mRNA-1	PR00193
maker-4-snap-gene-314.8-mRNA-1	PR00599
augustus_masked-113274-processed-gene-0.9-mRNA-1	PR00326
maker-458-augustus-gene-0.10-mRNA-1	PR00766
snap_masked-58-processed-gene-8.65-mRNA-1	PR00449
maker-128-augustus-gene-0.25-mRNA-1	PR00401,PR00678
maker-39-augustus-gene-121.0-mRNA-1	PR00620
maker-488-snap-gene-1.31-mRNA-1	PR00315
maker-8-snap-gene-159.7-mRNA-1	PR00972
maker-236-snap-gene-13.4-mRNA-1	PR01638
snap_masked-67-processed-gene-17.8-mRNA-1	PR00237,PR01479,PR01480
augustus_masked-87-processed-gene-0.11-mRNA-1	PR00237,PR00426,PR01104
maker-246400-snap-gene-0.12-mRNA-1	PR00087,PR00467
augustus_masked-38-processed-gene-9.1-mRNA-1	PR00169,PR01491,PR01497,PR01518
maker-34-augustus-gene-22.4-mRNA-1	PR00983
maker-109-augustus-gene-15.7-mRNA-1	PR00449
maker-0start-augustus-gene-195.0-mRNA-1	PR00320
maker-54-augustus-gene-25.2-mRNA-1	PR00261
maker-13-snap-gene-159.0-mRNA-1	PR00014,PR00700
maker-65-snap-gene-7.13-mRNA-1	PR01077
augustus_masked-5-processed-gene-5.3-mRNA-1	PR00821,PR00822
maker-10-snap-gene-71.28-mRNA-1	PR00385,PR00463
snap_masked-39-processed-gene-122.5-mRNA-1	PR01797
maker-6-augustus-gene-320.3-mRNA-1	PR00600
augustus_masked-237069-processed-gene-0.3-mRNA-1	PR01266
maker-98-augustus-gene-0.6-mRNA-1	PR00132
maker-223-snap-gene-3.9-mRNA-1	PR01320,PR01679
maker-18-snap-gene-90.5-mRNA-1	PR00401,PR00629
maker-6-augustus-gene-3.3-mRNA-1	PR01078
maker-23-augustus-gene-21.32-mRNA-1	PR00219
maker-44-augustus-gene-6.10-mRNA-1	PR00109
augustus_masked-398-processed-gene-23.18-mRNA-1	PR01760,PR01761
maker-6-augustus-gene-323.14-mRNA-1	PR00773
augustus_masked-94-processed-gene-0.2-mRNA-1	PR00169,PR01491,PR01495,PR01514
maker-0start-snap-gene-458.1-mRNA-1	PR00503
augustus_masked-6-processed-gene-160.5-mRNA-1	PR01832,PR01834
maker-18-augustus-gene-11.17-mRNA-1	PR01415
maker-10-augustus-gene-91.9-mRNA-1	PR01077,PR01377
maker-268-augustus-gene-40.4-mRNA-1	PR00705
augustus_masked-306-processed-gene-4.5-mRNA-1	PR00249,PR01354
augustus_masked-21-processed-gene-71.11-mRNA-1	PR00205
maker-105-snap-gene-1.0-mRNA-1	PR00449
snap_masked-197-processed-gene-18.5-mRNA-1	PR00167
maker-7-snap-gene-256.17-mRNA-1	PR00013
maker-158-augustus-gene-45.12-mRNA-1	PR01720
augustus_masked-451-processed-gene-27.19-mRNA-1	PR00206
maker-31-augustus-gene-43.2-mRNA-1	PR00176
maker-0start-augustus-gene-19.14-mRNA-1	PR00205
maker-4-augustus-gene-174.5-mRNA-1	PR00019
augustus_masked-295-processed-gene-6.12-mRNA-1	PR00401
maker-84-augustus-gene-2.1-mRNA-1	PR00700
augustus_masked-126-processed-gene-9.9-mRNA-1	PR00053
maker-35-augustus-gene-16.2-mRNA-1	PR01084,PR01085
snap_masked-282-processed-gene-0.30-mRNA-1	PR00741
maker-318-augustus-gene-14.19-mRNA-1	PR00704
maker-27-augustus-gene-120.3-mRNA-1	PR00368,PR00411
snap_masked-76-processed-gene-33.12-mRNA-1	PR01211,PR01214
maker-25-augustus-gene-142.1-mRNA-1	PR00348
maker-21-augustus-gene-8.4-mRNA-1	PR00380
augustus_masked-245601-processed-gene-0.0-mRNA-1	PR00009
maker-22-augustus-gene-25.2-mRNA-1	PR00625
maker-206-augustus-gene-1.37-mRNA-1	PR00368,PR00411
maker-320-augustus-gene-4.3-mRNA-1	PR00301
maker-238-snap-gene-80.9-mRNA-1	PR00073
maker-72-snap-gene-11.4-mRNA-1	PR00178
maker-7-augustus-gene-103.0-mRNA-1	PR00390
maker-323-snap-gene-100.11-mRNA-1	PR00119,PR00120
maker-6-snap-gene-174.10-mRNA-1	PR00401,PR00402,PR00452
snap_masked-130-processed-gene-3.28-mRNA-1	PR00024
maker-207-augustus-gene-14.6-mRNA-1	PR00024
augustus_masked-56-processed-gene-14.0-mRNA-1	PR00237,PR01126
maker-34-augustus-gene-14.14-mRNA-1	PR00372
maker-368-snap-gene-18.3-mRNA-1	PR01035
maker-40-snap-gene-0.30-mRNA-1	PR00053
maker-6-augustus-gene-36.12-mRNA-1	PR00501
maker-21-augustus-gene-23.1-mRNA-1	PR00385,PR00463,PR01686
maker-246170-snap-gene-0.0-mRNA-1	PR00249
maker-22-augustus-gene-42.12-mRNA-1	PR00700
maker-43-snap-gene-10.12-mRNA-1	PR00237,PR00242,PR00568
maker-101775-augustus-gene-0.8-mRNA-1	PR01248
maker-246107-snap-gene-0.1-mRNA-1	PR01042
snap_masked-272-processed-gene-2.6-mRNA-1	PR00114
snap_masked-185210-processed-gene-0.1-mRNA-1	PR00452,PR00499
maker-236-augustus-gene-7.4-mRNA-1	PR00262,PR00263
maker-14-augustus-gene-36.7-mRNA-1	PR00449
maker-157-augustus-gene-1.58-mRNA-1	PR00475
maker-106-snap-gene-8.12-mRNA-1	PR01748
maker-295-augustus-gene-47.6-mRNA-1	PR00263
maker-25-augustus-gene-79.10-mRNA-1	PR01821
snap_masked-309-processed-gene-0.31-mRNA-1	PR00047,PR00398,PR01284
maker-55-augustus-gene-15.38-mRNA-1	PR00449
maker-64-augustus-gene-41.0-mRNA-1	PR00453
maker-146-augustus-gene-12.15-mRNA-1	PR00320
snap_masked-35-processed-gene-15.14-mRNA-1	PR01217
maker-241-augustus-gene-4.46-mRNA-1	PR01248
maker-7-augustus-gene-241.5-mRNA-1	PR00289
augustus_masked-248976-processed-gene-0.3-mRNA-1	PR00453,PR01185
maker-172-augustus-gene-32.7-mRNA-1	PR00094
maker-7-augustus-gene-269.18-mRNA-1	PR00452
maker-25-augustus-gene-101.2-mRNA-1	PR00252,PR00253
maker-99-snap-gene-78.8-mRNA-1	PR01217
augustus_masked-77-processed-gene-4.4-mRNA-1	PR00190
augustus_masked-22-processed-gene-16.4-mRNA-1	PR00320
maker-13-augustus-gene-29.5-mRNA-1	PR01301
augustus_masked-243-processed-gene-2.1-mRNA-1	PR00196,PR01871
augustus_masked-293-processed-gene-0.6-mRNA-1	PR00237,PR01065,PR01157
maker-2-augustus-gene-260.1-mRNA-1	PR00252,PR00253,PR01672
snap_masked-2-processed-gene-44.7-mRNA-1	PR01415
maker-398-augustus-gene-18.7-mRNA-1	PR00008
maker-241-augustus-gene-3.5-mRNA-1	PR01976,PR01980
maker-323-augustus-gene-55.9-mRNA-1	PR01938
maker-227-augustus-gene-15.7-mRNA-1	PR00454
maker-106-augustus-gene-19.8-mRNA-1	PR01263
maker-54-augustus-gene-89.20-mRNA-1	PR00109
augustus_masked-9-processed-gene-53.2-mRNA-1	PR00237,PR00242,PR00565
maker-282-snap-gene-0.22-mRNA-1	PR01713
maker-120-augustus-gene-3.15-mRNA-1	PR00449
maker-444-augustus-gene-0.6-mRNA-1	PR01850
maker-292-augustus-gene-5.9-mRNA-1	PR01255,PR01257
maker-172-augustus-gene-12.0-mRNA-1	PR00094
maker-1-snap-gene-149.12-mRNA-1	PR01848
maker-482-snap-gene-12.2-mRNA-1	PR00028
snap_masked-46-processed-gene-5.30-mRNA-1	PR01731
maker-25-snap-gene-22.12-mRNA-1	PR00821,PR00823
maker-13-augustus-gene-30.4-mRNA-1	PR00707
maker-109-snap-gene-78.0-mRNA-1	PR00237,PR00373,PR01145
maker-6-snap-gene-336.1-mRNA-1	PR00237
maker-12-augustus-gene-89.14-mRNA-1	PR00851
augustus_masked-152-processed-gene-10.5-mRNA-1	PR00074
maker-4-augustus-gene-273.7-mRNA-1	PR00176,PR01206
maker-275-snap-gene-6.1-mRNA-1	PR00503
snap_masked-268-processed-gene-31.3-mRNA-1	PR01748
augustus_masked-43-processed-gene-36.22-mRNA-1	PR00312
maker-410-augustus-gene-0.28-mRNA-1	PR00449
maker-29-snap-gene-102.2-mRNA-1	PR00385,PR00464,PR01689
snap_masked-9-processed-gene-14.15-mRNA-1	PR01407
augustus_masked-4-processed-gene-313.0-mRNA-1	PR00047,PR00398
maker-14-augustus-gene-115.4-mRNA-1	PR00196,PR00201
snap_masked-208-processed-gene-7.50-mRNA-1	PR00193
snap_masked-139-processed-gene-0.7-mRNA-1	PR00791
snap_masked-16-processed-gene-28.14-mRNA-1	PR00205
augustus_masked-46-processed-gene-4.14-mRNA-1	PR01077
snap_masked-1-processed-gene-17.14-mRNA-1	PR01415
maker-59-augustus-gene-244.7-mRNA-1	PR00176,PR01206
maker-231-augustus-gene-4.10-mRNA-1	PR01740
snap_masked-74-processed-gene-4.8-mRNA-1	PR00501
snap_masked-472-processed-gene-11.9-mRNA-1	PR00081
maker-95-augustus-gene-9.52-mRNA-1	PR01463
snap_masked-398-processed-gene-20.24-mRNA-1	PR01415
snap_masked-9-processed-gene-18.3-mRNA-1	PR00205
maker-4-augustus-gene-306.2-mRNA-1	PR00310
maker-10-snap-gene-71.27-mRNA-1	PR00385,PR00463
maker-22-snap-gene-47.0-mRNA-1	PR00721
maker-113308-augustus-gene-0.4-mRNA-1	PR00193
snap_masked-130-processed-gene-3.25-mRNA-1	PR00024
maker-57-snap-gene-10.14-mRNA-1	PR01307
maker-203-augustus-gene-7.21-mRNA-1	PR00926
maker-12-augustus-gene-65.20-mRNA-1	PR00275
augustus_masked-49-processed-gene-41.7-mRNA-1	PR00401,PR00452,PR00499
snap_masked-0start-processed-gene-38.3-mRNA-1	PR00443
maker-8-augustus-gene-208.5-mRNA-1	PR00056
maker-21-augustus-gene-45.5-mRNA-1	PR01849
maker-323-augustus-gene-86.17-mRNA-1	PR01433
maker-13-augustus-gene-17.16-mRNA-1	PR00195
maker-126-augustus-gene-7.42-mRNA-1	PR00779
augustus_masked-16-processed-gene-2.29-mRNA-1	PR00707
maker-12-augustus-gene-48.9-mRNA-1	PR00170,PR01664
augustus_masked-158-processed-gene-23.24-mRNA-1	PR00376
maker-210-augustus-gene-2.9-mRNA-1	PR00259
maker-13-snap-gene-30.2-mRNA-1	PR00160
maker-15-snap-gene-22.5-mRNA-1	PR01255,PR01256
snap_masked-129-processed-gene-2.40-mRNA-1	PR00237,PR00561,PR01103
maker-168-augustus-gene-9.6-mRNA-1	PR00162
maker-218-snap-gene-6.26-mRNA-1	PR00742
snap_masked-323-processed-gene-94.2-mRNA-1	PR00205
maker-6-augustus-gene-113.16-mRNA-1	PR00452,PR00499
maker-40-snap-gene-3.11-mRNA-1	PR01367
maker-1-augustus-gene-95.3-mRNA-1	PR00398
maker-238-augustus-gene-45.0-mRNA-1	PR00450
maker-37-snap-gene-15.1-mRNA-1	PR01950,PR01951
maker-11-augustus-gene-58.17-mRNA-1	PR00676
maker-1-snap-gene-364.8-mRNA-1	PR00066,PR00853
maker-320-augustus-gene-2.13-mRNA-1	PR00805
augustus_masked-47-processed-gene-85.17-mRNA-1	PR00620
maker-0start-augustus-gene-440.1-mRNA-1	PR01961,PR01975
maker-9-snap-gene-59.19-mRNA-1	PR00024
maker-435-augustus-gene-3.25-mRNA-1	PR00002
maker-50-augustus-gene-7.12-mRNA-1	PR00003
maker-142-snap-gene-11.12-mRNA-1	PR00205
maker-64-augustus-gene-20.4-mRNA-1	PR00704
maker-12-augustus-gene-141.19-mRNA-1	PR00077
maker-13-augustus-gene-4.3-mRNA-1	PR01301
augustus_masked-153-processed-gene-50.5-mRNA-1	PR01692
augustus_masked-23-processed-gene-26.9-mRNA-1	PR00722
maker-95-snap-gene-7.48-mRNA-1	PR00722
maker-51-snap-gene-6.0-mRNA-1	PR01415
maker-8-augustus-gene-265.2-mRNA-1	PR01217
maker-85-snap-gene-1.25-mRNA-1	PR00079
maker-306-snap-gene-4.15-mRNA-1	PR00784
augustus_masked-180-processed-gene-9.25-mRNA-1	PR00053
augustus_masked-99-processed-gene-127.5-mRNA-1	PR00053
augustus_masked-436-processed-gene-7.27-mRNA-1	PR00205
maker-13-snap-gene-4.10-mRNA-1	PR01042
maker-112-augustus-gene-3.30-mRNA-1	PR01207,PR01208
maker-0start-snap-gene-251.5-mRNA-1	PR00080
maker-25-snap-gene-22.11-mRNA-1	PR00821,PR00823
augustus_masked-258-processed-gene-1.37-mRNA-1	PR00302
maker-22-snap-gene-33.8-mRNA-1	PR00255
maker-172-augustus-gene-12.2-mRNA-1	PR00024
augustus_masked-323-processed-gene-40.16-mRNA-1	PR00237,PR00241
augustus_masked-272-processed-gene-10.0-mRNA-1	PR02073
snap_masked-368-processed-gene-24.7-mRNA-1	PR00296
snap_masked-441-processed-gene-2.22-mRNA-1	PR01802
maker-3-snap-gene-94.8-mRNA-1	PR00765
maker-10-augustus-gene-106.6-mRNA-1	PR00179,PR01219,PR02058
maker-181-augustus-gene-1.7-mRNA-1	PR01768
maker-67-snap-gene-4.2-mRNA-1	PR01301
snap_masked-70-processed-gene-12.16-mRNA-1	PR00010
maker-6-augustus-gene-296.9-mRNA-1	PR00024
maker-33-snap-gene-19.4-mRNA-1	PR01995
maker-291-augustus-gene-4.5-mRNA-1	PR00895
maker-472-augustus-gene-6.1-mRNA-1	PR00018
snap_masked-225-processed-gene-0.1-mRNA-1	PR00109
maker-4-snap-gene-339.12-mRNA-1	PR00492
maker-12-snap-gene-172.0-mRNA-1	PR01042
maker-409-snap-gene-11.31-mRNA-1	PR00011
maker-295-snap-gene-53.16-mRNA-1	PR00205
maker-444-augustus-gene-1.2-mRNA-1	PR01415
maker-291-augustus-gene-1.2-mRNA-1	PR00315
maker-65-augustus-gene-7.53-mRNA-1	PR00153
augustus_masked-37-processed-gene-3.6-mRNA-1	PR00670
maker-128-snap-gene-0.3-mRNA-1	PR00302
maker-114-augustus-gene-6.3-mRNA-1	PR01161,PR01162
maker-39-augustus-gene-10.7-mRNA-1	PR00185
maker-59-augustus-gene-274.2-mRNA-1	PR00205
maker-366-snap-gene-8.5-mRNA-1	PR00263
maker-112856-augustus-gene-0.1-mRNA-1	PR00406
maker-153-augustus-gene-108.13-mRNA-1	PR01186
maker-10-augustus-gene-68.21-mRNA-1	PR00314
augustus_masked-106282-processed-gene-0.4-mRNA-1	PR01407
maker-13-augustus-gene-109.19-mRNA-1	PR00685
maker-1-augustus-gene-158.5-mRNA-1	PR00252,PR00253
augustus_masked-1-processed-gene-212.7-mRNA-1	PR01090
maker-394-snap-gene-4.6-mRNA-1	PR00401
augustus_masked-72-processed-gene-35.12-mRNA-1	PR00168
augustus_masked-85-processed-gene-5.3-mRNA-1	PR00076
maker-107-snap-gene-2.52-mRNA-1	PR00449
